Depthm,T_degC,Salnty
125,11.12,33.695
150,10.21,33.85
199,9.52,34.22
200,9.51,34.221
250,9.16,34.271
296,8.88,34.33
300,8.83,34.333
398,7.64,34.4
400,7.62,34.401
500,6.81,34.445
595,6.23,34.47
600,6.2,34.471
700,5.57,34.49
800,5.02,34.507
896,4.56,34.52
900,4.55,34.521
1000,4.23,34.542
1100,3.91,34.565
1160,3.72,34.58
0,20.16,33.93
10,20.16,33.93
20,20.14,33.93
23,20.14,33.93
30,19.72,33.921
48,18.12,33.87
50,17.93,33.857
75,15.56,33.697
76,15.47,33.69
99,13.83,33.6
100,13.75,33.599
125,11.98,33.636
148,10.64,33.75
150,10.57,33.763
198,9.54,34.07
200,9.52,34.081
250,9.2,34.299
293,9.08,34.41
300,9.01,34.417
392,7.9,34.43
400,7.81,34.431
500,6.84,34.441
584,6.16,34.45
600,6.05,34.453
700,5.42,34.475
800,4.91,34.5
878,4.6,34.52
900,4.53,34.526
1000,4.23,34.556
1100,3.92,34.587
1141,3.8,34.6
0,21.56,34.31
10,21.3,34.3
20,21.25,34.291
25,21.23,34.29
30,21.0,34.26
50,19.35,34.06
75,15.94,33.738
79,15.41,33.7
100,14.11,33.614
103,13.98,33.61
125,12.78,33.71
150,11.62,33.895
157,11.34,33.96
200,10.15,34.188
210,9.96,34.23
250,9.42,34.343
300,8.96,34.415
310,8.9,34.42
400,7.92,34.446
414,7.77,34.45
500,6.93,34.469
600,6.08,34.488
615,5.96,34.49
700,5.42,34.499
800,4.89,34.51
900,4.47,34.519
920,4.4,34.52
1000,4.16,34.537
1100,3.86,34.559
1187,3.6,34.58
0,20.89,34.02
10,20.58,34.0
20,20.58,34.0
25,20.58,34.0
30,20.22,33.969
50,18.21,33.83
75,15.91,33.753
80,15.54,33.75
100,14.97,33.775
105,14.86,33.78
125,13.56,33.699
150,11.85,33.639
159,11.2,33.63
200,9.78,33.888
212,9.52,33.98
250,9.26,34.192
300,8.92,34.323
315,8.82,34.33
400,8.0,34.369
423,7.76,34.38
500,7.04,34.394
600,6.2,34.408
629,5.98,34.41
700,5.53,34.428
800,4.98,34.455
900,4.52,34.481
938,4.37,34.49
1000,4.15,34.5
1100,3.81,34.519
1200,3.46,34.539
1205,3.44,34.54
0,21.35,34.4
10,21.23,34.4
20,21.2,34.393
25,21.19,34.39
30,21.19,34.39
50,21.2,34.39
75,18.19,34.078
80,17.48,34.02
100,15.87,33.908
104,15.6,33.89
125,14.0,33.732
150,12.4,33.632
157,11.94,33.62
200,10.29,33.985
209,10.05,34.08
250,9.37,34.265
300,8.93,34.367
308,8.9,34.37
400,7.94,34.43
412,7.82,34.43
500,6.9,34.443
600,5.96,34.45
612,5.86,34.45
700,5.32,34.477
800,4.83,34.507
900,4.48,34.536
915,4.44,34.54
1000,4.2,34.552
1100,3.91,34.567
1182,3.68,34.58
0,21.79,34.51
10,21.81,34.38
20,21.79,34.451
25,21.78,34.51
30,21.79,34.506
50,21.81,34.49
75,18.4,34.072
80,17.66,34.0
100,16.74,33.904
105,16.6,33.89
125,15.3,33.798
150,13.6,33.737
159,12.94,33.73
200,10.48,33.852
212,9.88,33.91
250,9.45,34.166
300,8.88,34.309
314,8.72,34.31
400,7.92,34.326
420,7.75,34.33
500,7.05,34.33
600,6.25,34.33
625,6.07,34.33
700,5.6,34.35
800,5.06,34.378
900,4.61,34.409
936,4.47,34.51
1000,4.28,34.443
1100,3.98,34.479
1200,3.68,34.518
1205,3.66,34.52
0,22.24,34.51
10,22.12,34.43
15,21.9,34.49
20,22.12,34.494
30,22.11,34.483
40,22.11,34.51
50,21.04,34.313
70,18.56,33.91
75,18.17,33.861
95,16.8,33.73
100,16.4,33.698
125,14.3,33.692
150,12.36,33.66
200,10.55,34.084
205,10.44,34.13
250,9.6,34.32
300,9.0,34.4
308,8.94,34.4
400,7.9,34.358
416,7.74,34.34
500,6.95,34.36
600,6.15,34.406
624,5.98,34.42
700,5.5,34.425
800,4.96,34.43
900,4.53,34.431
937,4.39,34.43
1000,4.21,34.448
1100,3.92,34.478
1200,3.63,34.509
1203,3.62,34.51
0,20.44,34.07
10,20.44,34.07
20,20.41,34.07
24,20.4,34.07
30,20.38,34.065
48,20.33,34.05
50,20.29,34.051
75,19.74,34.069
76,19.72,34.07
100,15.17,33.78
125,12.88,33.633
150,11.77,33.574
153,11.72,33.57
200,9.99,33.933
205,9.86,33.98
250,9.03,34.17
300,8.46,34.267
306,8.42,34.27
400,7.29,34.305
412,7.16,34.31
500,6.39,34.346
600,5.7,34.385
615,5.62,34.39
700,5.18,34.422
800,4.75,34.456
900,4.41,34.484
923,4.34,34.49
1000,4.11,34.504
1100,3.82,34.522
1188,3.56,34.54
0,19.65,33.82
10,19.64,33.86
20,19.63,33.867
25,19.63,33.87
30,19.47,33.879
49,18.76,33.9
50,18.75,33.897
75,18.51,33.828
78,18.48,33.82
100,15.33,33.802
103,14.84,33.8
125,12.83,33.706
150,11.33,33.624
157,11.06,33.6
200,9.72,33.886
209,9.56,33.96
250,9.1,34.163
300,8.79,34.315
308,8.77,34.33
400,7.56,34.339
412,7.4,34.34
500,6.56,34.367
600,5.83,34.405
612,5.76,34.41
700,5.28,34.443
800,4.82,34.477
900,4.47,34.506
915,4.42,34.51
1000,4.18,34.52
1100,3.89,34.534
1200,3.6,34.548
1277,3.38,34.56
0,19.68,33.89
10,19.68,33.8
20,19.64,33.814
24,19.62,33.82
30,19.64,33.837
49,19.72,33.89
50,19.56,33.877
75,15.43,33.637
78,14.92,33.62
100,14.43,33.62
102,14.39,33.62
125,12.94,33.611
150,11.22,33.602
156,10.78,33.6
200,9.24,33.837
209,9.03,33.89
250,8.29,33.979
300,7.77,34.045
308,7.73,34.05
400,7.29,34.36
413,7.25,34.4
500,6.52,34.419
600,5.64,34.348
614,5.51,34.33
700,5.06,34.346
800,4.65,34.375
900,4.36,34.413
917,4.32,34.42
1000,4.09,34.441
1100,3.82,34.467
1182,3.6,34.49
0,20.32,33.89
10,20.34,33.89
20,20.32,33.915
25,20.31,33.95
30,19.79,33.903
50,20.2,33.64
75,14.0,33.533
80,13.19,33.51
100,11.84,33.519
105,11.58,33.53
125,10.75,33.648
150,10.05,33.817
160,9.87,33.89
200,9.32,34.034
214,9.2,34.07
250,8.78,34.175
300,8.23,34.284
316,8.06,34.31
400,7.26,34.31
424,7.05,34.31
500,6.44,34.316
600,5.74,34.327
630,5.56,34.33
700,5.2,34.326
800,4.77,34.328
900,4.41,34.335
939,4.3,34.34
1000,4.14,34.374
1100,3.87,34.429
1200,3.61,34.486
1207,3.59,34.49
0,19.58,33.96
9,19.58,33.96
10,19.58,33.961
20,19.55,33.976
23,19.54,33.98
30,18.95,33.927
46,17.2,33.79
50,16.8,33.774
73,15.14,33.71
75,15.04,33.702
95,14.09,33.62
100,13.79,33.62
125,12.37,33.62
144,11.38,33.62
150,11.18,33.659
191,10.22,33.97
200,10.09,34.015
250,9.5,34.205
282,9.26,34.27
300,9.07,34.301
378,8.28,34.38
400,8.05,34.391
500,7.09,34.425
565,6.52,34.43
600,6.26,34.435
700,5.59,34.45
800,5.03,34.464
855,4.78,34.47
900,4.63,34.481
1000,4.28,34.508
1100,3.94,34.536
1112,3.9,34.54
0,18.9,33.77
8,18.92,33.78
10,18.92,33.78
20,18.89,33.772
22,18.88,33.77
30,18.85,33.766
44,18.8,33.76
50,18.0,33.742
72,14.66,33.73
75,14.45,33.724
94,13.46,33.68
100,13.01,33.675
125,11.36,33.717
143,10.42,33.8
150,10.48,33.866
191,10.82,34.14
200,10.64,34.163
250,9.39,34.194
279,8.48,34.22
300,8.18,34.23
371,7.52,34.25
400,7.28,34.264
500,6.55,34.315
548,6.26,34.34
600,5.94,34.363
700,5.39,34.405
800,4.91,34.442
825,4.8,34.45
900,4.56,34.468
1000,4.25,34.492
1100,3.93,34.519
1177,3.69,34.54
0,18.86,33.68
10,18.85,33.58
20,18.82,33.62
25,18.8,33.64
30,18.64,33.632
50,17.6,33.58
75,15.7,33.652
79,15.36,33.66
100,14.15,33.524
102,14.04,33.51
125,12.52,33.502
150,11.1,33.606
155,10.84,33.64
200,10.01,33.976
206,9.96,34.02
250,9.21,34.166
300,8.48,34.23
305,8.41,34.23
400,7.69,34.267
408,7.64,34.27
500,6.88,34.301
600,6.09,34.337
608,6.03,34.34
700,5.44,34.372
800,4.9,34.41
900,4.44,34.446
910,4.4,34.45
1000,4.12,34.486
1100,3.81,34.528
1175,3.58,34.56
0,19.04,33.8
10,19.04,33.815
20,19.04,33.83
27,19.04,33.84
30,19.04,33.825
41,19.02,33.77
50,17.97,33.77
64,16.1,33.77
75,15.8,33.761
91,15.26,33.75
100,15.27,33.825
113,15.29,33.95
125,14.33,33.854
150,12.0,33.657
161,10.83,33.58
200,9.44,33.882
207,9.32,33.95
250,8.62,33.957
298,8.2,34.04
300,8.18,34.043
398,7.24,34.18
400,7.22,34.182
500,6.53,34.257
592,6.0,34.29
600,5.95,34.291
700,5.34,34.3
800,4.79,34.307
889,4.36,34.31
900,4.33,34.314
1000,4.05,34.356
1100,3.77,34.398
1151,3.63,34.42
0,17.78,33.62
10,17.54,33.62
20,17.52,33.613
25,17.51,33.61
30,17.26,33.556
50,15.6,33.33
75,12.7,33.344
79,12.22,33.37
100,10.99,33.503
104,10.82,33.53
125,9.86,33.658
150,8.98,33.799
158,8.77,33.84
200,8.26,34.015
211,8.2,34.05
250,7.86,34.14
300,7.43,34.204
310,7.35,34.21
400,6.4,34.218
416,6.24,34.22
500,5.84,34.291
600,5.56,34.383
618,5.53,34.4
700,5.17,34.427
800,4.74,34.449
900,4.32,34.459
924,4.22,34.46
1000,4.01,34.476
1100,3.73,34.499
1189,3.48,34.52
0,18.44,33.54
10,17.86,33.58
20,17.78,33.564
25,17.74,33.56
30,17.06,33.518
50,13.8,33.4
75,11.8,33.4
79,11.56,33.4
100,10.36,33.492
103,10.22,33.51
125,9.52,33.701
150,9.03,33.913
157,8.96,33.97
200,8.5,34.097
210,8.43,34.11
250,8.16,34.198
300,7.85,34.276
312,7.78,34.29
400,6.98,34.306
420,6.8,34.31
500,6.23,34.335
600,5.65,34.371
625,5.52,34.38
700,5.17,34.406
800,4.76,34.439
900,4.4,34.47
933,4.3,34.48
1000,4.1,34.497
1100,3.8,34.522
1200,3.5,34.55
1201,3.5,34.55
0,18.16,33.63
10,17.93,33.62
20,17.87,33.607
25,17.84,33.6
30,17.18,33.551
50,13.88,33.4
75,11.43,33.402
80,11.1,33.42
100,10.13,33.583
105,9.97,33.63
125,9.55,33.784
150,9.24,33.94
160,9.19,33.99
200,8.64,34.099
214,8.46,34.12
250,8.11,34.183
300,7.69,34.246
316,7.58,34.26
400,6.93,34.303
423,6.76,34.31
500,6.23,34.349
600,5.62,34.397
628,5.46,34.41
700,5.09,34.435
800,4.63,34.466
900,4.25,34.492
938,4.12,34.5
1000,3.96,34.513
1100,3.7,34.535
1200,3.45,34.559
1206,3.43,34.56
0,17.46,33.65
10,17.41,33.64
20,16.9,33.606
25,16.45,33.58
30,15.62,33.534
50,12.1,33.45
75,10.4,33.541
80,10.22,33.57
100,9.8,33.743
114,9.71,33.87
125,9.64,33.953
150,9.52,34.103
168,9.46,34.18
200,9.15,34.204
221,8.91,34.22
250,8.48,34.22
300,7.75,34.22
327,7.36,34.22
400,6.69,34.266
433,6.46,34.29
500,6.1,34.324
600,5.57,34.379
637,5.37,34.4
0,17.69,33.62
10,17.49,33.63
20,14.83,33.509
25,13.28,33.48
30,12.5,33.496
50,10.9,33.62
75,10.6,33.745
80,10.52,33.77
100,10.36,33.851
105,10.32,33.87
125,10.1,33.947
150,9.84,34.038
159,9.75,34.07
200,9.53,34.21
214,9.46,34.25
250,9.17,34.3
300,8.66,34.308
317,8.46,34.32
400,7.34,34.298
425,7.01,34.29
500,6.35,34.311
600,5.69,34.354
630,5.54,34.37
700,5.18,34.394
800,4.74,34.428
900,4.38,34.459
939,4.26,34.47
1000,4.07,34.49
1100,3.77,34.523
1200,3.47,34.558
1206,3.45,34.56
0,18.52,33.67
10,17.36,33.6
20,16.18,33.548
25,15.59,33.53
30,14.94,33.53
50,12.6,33.53
75,11.0,33.54
80,10.82,33.55
100,10.13,33.705
105,10.0,33.75
125,9.58,33.893
150,9.23,34.035
160,9.14,34.08
200,8.92,34.167
214,8.86,34.18
250,8.47,34.209
300,7.88,34.235
317,7.66,34.24
400,6.93,34.295
425,6.74,34.31
500,6.22,34.336
600,5.63,34.364
630,5.47,34.37
700,5.13,34.4
800,4.68,34.44
900,4.3,34.478
937,4.18,34.49
1000,4.0,34.496
1100,3.7,34.507
1200,3.41,34.52
1203,3.4,34.52
0,18.26,33.51
10,18.13,33.53
20,18.09,33.536
25,18.07,33.55
30,17.73,33.521
50,15.9,33.39
75,13.8,33.373
80,13.5,33.37
100,12.78,33.427
104,12.66,33.44
125,11.36,33.493
150,9.85,33.591
156,9.49,33.62
200,8.52,33.874
207,8.45,33.91
250,7.8,33.975
300,7.22,33.976
306,7.16,33.98
400,6.41,34.139
412,6.33,34.16
500,5.77,34.254
600,5.23,34.323
615,5.16,34.33
700,4.82,34.362
800,4.48,34.388
900,4.18,34.399
923,4.12,34.4
1000,3.88,34.413
1100,3.57,34.432
1191,3.29,34.45
0,18.98,33.71
10,18.98,33.66
20,18.94,33.7
25,18.9,33.73
30,18.82,33.73
49,18.5,33.73
50,18.4,33.722
75,15.6,33.564
79,15.06,33.55
100,13.85,33.608
103,13.71,33.62
125,12.34,33.647
150,10.93,33.682
156,10.62,33.69
200,9.29,33.798
209,9.1,33.82
250,8.34,33.929
300,7.66,34.036
308,7.58,34.05
400,6.56,34.089
413,6.44,34.09
500,5.8,34.182
600,5.26,34.295
613,5.2,34.31
700,4.83,34.36
800,4.47,34.402
900,4.18,34.427
917,4.14,34.43
1000,3.92,34.454
1100,3.65,34.484
1185,3.42,34.51
0,19.22,33.69
10,19.18,33.62
20,19.16,33.671
25,19.16,33.71
30,19.15,33.706
50,19.1,33.69
75,15.5,33.532
80,14.72,33.53
100,14.42,33.697
105,14.34,33.71
125,12.9,33.621
150,10.93,33.517
160,10.08,33.48
200,8.8,33.72
214,8.56,33.82
250,7.99,33.915
300,7.44,33.978
317,7.32,33.98
400,6.5,34.101
423,6.3,34.13
500,5.78,34.183
600,5.25,34.224
627,5.14,34.23
700,4.85,34.26
800,4.5,34.303
900,4.2,34.347
936,4.11,34.49
1000,3.93,34.393
1100,3.65,34.44
1200,3.37,34.489
1203,3.36,34.49
0,19.19,33.44
10,18.6,33.49
20,18.57,33.422
25,18.55,33.35
30,18.54,33.368
50,18.51,33.44
75,15.22,33.502
80,14.54,33.53
100,14.05,33.611
104,14.02,33.62
125,12.63,33.556
150,10.83,33.501
158,10.23,33.49
200,8.91,33.707
212,8.69,33.78
250,8.04,33.891
300,7.44,33.971
314,7.32,33.98
400,6.42,34.041
422,6.22,34.05
500,5.68,34.118
600,5.15,34.206
628,5.04,34.23
700,4.77,34.276
800,4.44,34.334
900,4.16,34.384
936,4.08,34.4
1000,3.91,34.433
1100,3.64,34.485
1200,3.37,34.538
1203,3.36,34.54
0,18.88,33.53
10,18.37,33.48
20,18.31,33.504
25,18.28,33.51
30,18.2,33.508
50,17.4,33.49
75,14.9,33.556
80,14.42,33.58
100,13.96,33.633
105,13.91,33.64
125,13.08,33.621
150,11.85,33.603
159,11.36,33.6
200,9.34,33.754
213,8.78,33.82
250,8.34,34.015
300,7.76,34.129
315,7.58,34.13
400,6.69,34.211
422,6.48,34.22
500,5.95,34.286
600,5.43,34.362
626,5.32,34.38
700,4.97,34.427
800,4.55,34.479
900,4.2,34.52
934,4.09,34.53
1000,3.93,34.537
1100,3.69,34.548
1200,3.45,34.56
1203,3.44,34.56
0,18.56,33.66
10,18.54,33.66
20,18.53,33.66
25,18.53,33.66
30,18.6,33.704
50,18.9,34.02
75,15.67,33.703
80,14.98,33.64
100,14.63,33.71
105,14.54,33.71
125,13.28,33.629
150,11.56,33.549
158,10.98,33.53
200,9.79,33.723
213,9.58,33.8
250,8.81,33.931
300,7.94,34.062
315,7.72,34.09
400,6.69,34.187
422,6.48,34.2
500,5.92,34.27
600,5.41,34.344
626,5.32,34.36
700,5.01,34.401
800,4.63,34.447
900,4.31,34.481
933,4.22,34.49
1000,4.03,34.502
1100,3.75,34.52
1200,3.47,34.54
1201,3.47,34.54
0,19.22,34.05
10,19.22,34.05
20,19.19,34.05
25,19.16,34.05
30,19.11,34.044
50,18.92,34.02
75,16.33,33.806
80,15.78,33.78
100,15.1,33.872
105,15.0,33.9
125,14.3,33.852
150,13.2,33.767
159,12.81,33.73
200,10.66,33.837
212,10.06,33.89
250,8.98,33.987
300,8.08,34.076
314,7.94,34.09
400,6.85,34.151
422,6.64,34.16
500,6.08,34.239
600,5.57,34.336
626,5.48,34.36
700,5.13,34.398
800,4.7,34.439
900,4.32,34.465
934,4.21,34.47
1000,4.03,34.487
1100,3.76,34.512
1200,3.5,34.539
1202,3.49,34.54
0,19.4,34.05
10,19.18,34.08
20,19.12,34.055
25,19.11,34.05
30,19.07,34.054
50,18.92,34.07
75,15.95,33.813
80,15.32,33.77
100,14.51,33.734
105,14.39,33.73
125,13.32,33.668
150,12.0,33.656
160,11.48,33.64
200,10.28,33.858
214,9.99,33.95
250,9.42,34.085
300,8.86,34.207
316,8.74,34.23
400,7.86,34.304
422,7.64,34.31
500,6.89,34.335
600,6.03,34.357
624,5.84,34.36
700,5.36,34.389
800,4.82,34.427
900,4.4,34.461
929,4.3,34.47
1000,4.1,34.48
1100,3.82,34.495
1197,3.55,34.51
0,18.64,33.51
10,18.62,33.51
20,18.6,33.524
25,18.58,33.53
30,18.56,33.524
50,18.46,33.5
75,15.01,33.467
80,14.26,33.46
100,13.22,33.486
104,13.09,33.49
125,12.06,33.486
150,10.92,33.507
158,10.58,33.52
200,9.17,33.757
210,8.9,33.82
250,8.17,33.949
300,7.56,34.04
312,7.46,34.05
400,6.54,34.146
420,6.36,34.16
500,5.76,34.229
600,5.17,34.303
626,5.04,34.32
700,4.71,34.364
800,4.32,34.416
900,4.01,34.457
936,3.92,34.47
1000,3.77,34.489
1100,3.54,34.519
1200,3.3,34.549
1202,3.3,34.55
0,18.5,33.58
10,18.4,33.55
20,18.35,33.55
25,18.34,33.56
30,18.36,33.588
50,18.43,33.7
75,15.53,33.584
80,14.9,33.57
100,14.19,33.642
105,14.09,33.66
125,12.9,33.588
150,11.35,33.513
159,10.78,33.49
200,9.31,33.719
213,8.97,33.81
250,8.27,33.949
300,7.59,34.057
314,7.45,34.07
400,6.22,34.07
421,5.94,34.07
500,5.64,34.178
600,5.25,34.264
624,,34.29
700,4.87,34.379
800,4.48,34.439
900,4.1,34.474
932,3.98,34.48
1000,3.82,34.49
1100,3.59,34.504
1200,3.36,34.52
0,18.1,33.44
10,18.01,33.42
20,17.98,33.42
25,17.96,33.42
30,17.85,33.42
50,17.4,33.42
75,14.56,33.378
80,13.99,33.37
100,13.49,33.411
105,13.44,33.42
125,12.42,33.406
150,11.01,33.425
158,10.53,33.44
200,8.95,33.735
211,8.63,33.82
250,7.82,33.958
300,7.12,34.038
312,7.01,34.04
400,6.01,34.07
419,5.84,34.07
500,5.37,34.174
600,5.0,34.301
624,4.94,34.33
700,4.64,34.341
800,4.27,34.335
828,4.18,34.33
900,4.01,34.364
1000,3.78,34.412
1100,3.55,34.461
1200,3.32,34.51
0,18.1,33.42
10,17.58,33.42
20,17.42,33.394
25,17.27,33.37
30,16.65,33.337
49,13.8,33.24
50,13.68,33.231
75,11.37,33.141
78,11.19,33.13
100,10.71,33.405
101,10.7,33.42
125,9.89,33.616
150,9.08,33.766
153,8.99,33.78
200,8.45,34.002
205,8.42,34.02
250,7.9,34.134
300,7.33,34.198
304,7.28,34.2
400,6.19,34.218
408,6.11,34.22
500,5.52,34.217
600,5.12,34.228
610,5.09,34.23
700,4.75,34.31
800,4.43,34.408
812,4.39,34.42
900,4.14,34.44
1000,3.87,34.464
1100,3.59,34.489
1181,3.36,34.51
0,17.7,33.51
10,17.66,33.42
20,17.62,33.434
25,17.6,33.46
30,17.44,33.441
49,16.82,33.37
50,16.68,33.36
75,12.92,33.292
79,12.3,33.28
100,11.1,33.478
103,11.0,33.51
125,10.08,33.688
150,9.28,33.836
158,9.08,33.87
200,8.31,33.902
211,8.16,33.91
250,7.6,33.969
300,7.0,34.05
312,6.88,34.07
400,6.24,34.147
419,6.14,34.16
500,5.75,34.239
600,5.36,34.338
622,5.28,34.36
700,4.95,
800,4.55,
827,4.44,34.38
900,4.22,
1000,3.93,
1100,3.63,
1196,3.35,34.31
0,17.1,33.37
10,16.94,33.3
20,16.84,33.3
25,16.76,33.3
30,16.63,33.3
50,15.53,33.3
75,12.41,33.427
80,11.79,33.46
100,10.76,33.431
105,10.6,33.42
125,9.9,33.539
150,9.24,33.736
159,9.06,33.82
200,8.49,34.028
212,8.38,34.07
250,7.98,34.07
300,7.51,34.07
315,7.38,34.07
400,6.66,34.08
423,6.48,34.09
500,5.89,34.206
600,5.26,34.37
629,5.1,34.42
700,4.84,34.459
800,4.56,34.488
835,4.48,34.49
900,4.29,34.513
1000,3.99,34.551
1100,3.69,34.589
1200,3.39,34.629
1203,3.38,34.63
0,16.8,33.42
10,16.69,33.26
20,16.74,33.32
25,16.76,33.35
30,16.23,33.329
49,13.72,33.24
50,13.65,33.239
75,12.16,33.255
78,12.03,33.26
100,10.51,33.334
103,10.32,33.35
125,9.46,33.557
150,8.87,33.793
155,8.8,33.84
200,8.21,33.974
207,8.15,33.98
250,7.71,34.043
300,7.26,34.087
307,7.2,34.09
400,6.47,34.154
411,6.4,34.16
500,6.06,34.2
600,5.78,34.245
611,5.76,34.25
700,5.33,34.326
800,4.84,34.411
810,4.79,34.42
900,4.49,34.443
1000,4.15,34.47
1100,3.82,34.499
1170,3.58,34.52
0,17.4,33.57
10,17.33,33.48
20,17.25,33.48
25,17.21,33.48
30,17.07,33.481
50,15.71,33.44
75,11.52,33.345
79,10.88,33.33
100,10.0,33.478
104,9.96,33.51
125,9.44,33.509
150,8.98,33.527
157,8.89,
200,8.37,33.619
211,8.26,
250,7.71,33.774
300,7.04,33.986
313,6.88,34.05
400,6.28,34.145
421,6.18,34.16
500,5.8,34.208
600,5.39,34.259
626,5.3,34.27
700,4.99,34.326
800,4.59,34.404
832,4.47,34.43
900,4.27,
1000,3.98,
1100,3.68,
1200,3.39,
1203,3.38,34.34
0,18.0,33.5
10,17.92,33.54
20,17.85,33.54
25,17.82,33.54
30,17.41,33.51
50,15.21,33.39
75,12.92,33.373
79,12.61,33.37
100,11.41,33.409
104,11.22,33.42
125,10.18,33.539
150,9.17,33.702
157,8.94,33.75
200,8.17,33.919
211,8.06,33.95
250,7.57,34.053
300,7.05,34.144
313,6.94,34.16
400,6.25,34.198
420,6.12,34.2
500,5.81,34.27
600,5.5,34.358
626,5.44,34.38
700,5.05,34.408
800,4.52,34.434
831,4.36,34.44
900,4.18,34.458
1000,3.92,34.484
1100,3.66,34.512
1198,3.41,34.54
0,16.5,33.46
10,15.9,33.5
20,14.58,33.443
25,13.86,33.41
30,13.39,33.408
50,11.96,33.4
75,10.37,33.569
80,10.11,33.61
100,9.38,33.712
104,9.27,33.73
125,9.13,33.867
150,8.96,33.975
159,8.9,34.0
200,8.19,34.046
212,7.98,34.05
250,7.69,34.107
300,7.47,34.18
314,7.44,34.2
400,6.89,34.277
421,6.75,34.29
500,6.25,34.32
600,5.65,34.346
626,5.5,34.35
700,5.11,34.377
800,4.62,34.417
831,4.48,34.43
900,4.18,34.461
1000,3.75,34.509
1002,3.74,34.51
0,17.4,33.54
10,17.33,33.53
20,16.99,33.547
24,16.76,33.55
30,16.18,33.52
49,13.95,33.4
50,13.83,33.39
75,11.14,33.292
78,10.87,33.28
100,9.87,33.523
102,9.82,33.55
125,9.32,33.759
150,9.0,33.925
155,8.96,33.95
200,8.27,34.06
209,8.15,34.07
250,7.83,34.162
300,7.55,34.246
311,7.5,34.26
400,6.78,34.257
419,6.62,34.25
500,6.06,34.305
600,5.47,34.388
624,5.34,34.41
700,5.0,34.434
800,4.56,34.469
830,4.43,34.48
0,11.89,32.9
9,11.84,33.1
10,11.83,33.109
20,11.68,33.139
23,11.62,33.15
30,11.44,33.19
47,10.92,33.28
50,10.82,33.279
75,9.97,33.307
76,9.94,33.31
99,9.32,33.55
100,9.28,33.557
125,8.4,33.703
129,8.26,33.72
150,7.91,33.8
200,7.51,33.916
203,7.5,33.92
250,6.99,33.982
300,6.48,34.019
301,6.47,34.02
395,5.81,34.07
400,5.79,34.074
500,5.4,34.162
599,5.14,34.25
600,5.14,34.251
700,4.78,34.292
800,4.44,34.335
900,4.1,34.38
901,4.1,34.38
1000,3.83,
1100,3.57,
1162,3.4,34.23
0,11.62,33.02
5,11.63,32.75
10,11.59,32.76
15,11.54,32.77
20,10.87,32.82
30,9.43,32.964
32,9.13,33.0
50,9.0,33.216
52,8.99,33.22
66,8.48,33.22
75,8.45,33.318
87,8.42,33.47
100,8.31,33.652
125,8.03,33.949
134,7.92,34.04
150,7.75,34.03
199,7.28,34.01
200,7.27,34.01
250,6.88,34.029
266,6.76,34.04
300,6.48,34.065
395,5.74,34.14
400,5.71,
500,5.18,
600,4.78,
606,4.76,34.0
700,4.52,
800,4.26,
900,4.0,
906,3.98,34.1
0,15.16,32.72
8,15.2,32.74
10,15.2,32.742
20,15.23,32.749
21,15.23,32.75
30,14.17,32.736
43,12.36,32.77
50,11.98,32.832
69,11.32,33.04
75,10.97,33.11
90,10.14,33.28
100,9.82,33.367
117,9.43,33.49
125,9.26,33.545
150,8.79,33.695
177,8.38,33.82
200,8.05,33.887
250,7.46,33.974
257,7.39,33.98
300,7.04,34.026
340,6.74,34.05
400,6.11,34.054
500,5.12,34.06
501,5.11,34.06
600,4.66,34.151
700,4.39,34.253
753,4.32,34.31
800,4.21,34.334
900,3.96,34.385
986,3.75,34.43
0,13.9,32.88
10,13.32,32.88
20,13.08,33.081
24,12.99,33.17
30,12.64,33.17
48,11.46,33.17
50,11.39,33.173
75,10.52,33.231
78,10.42,33.24
100,9.15,33.332
103,8.99,33.35
125,8.52,33.559
135,8.44,33.66
150,8.32,33.764
200,8.1,34.012
212,8.09,34.05
250,7.78,34.063
300,7.37,34.081
316,,33.98
400,6.47,34.127
425,6.24,34.14
500,5.76,
600,5.21,
631,5.06,33.98
700,4.74,
800,4.32,
900,3.96,
939,3.84,34.18
1000,3.71,
1100,3.49,
1200,3.28,
1300,3.06,34.23
0,16.8,32.99
7,16.85,33.01
10,16.86,33.006
18,16.87,32.99
20,16.87,32.99
30,16.85,32.99
38,,33.0
50,16.8,32.99
60,16.79,32.99
75,13.81,32.951
78,13.18,32.95
100,10.73,32.569
115,9.86,32.52
125,9.45,32.686
149,8.87,33.21
150,8.85,33.224
200,8.01,33.719
213,7.86,33.78
250,7.38,33.905
284,6.98,33.95
300,6.8,33.964
400,5.79,34.01
427,5.56,34.01
500,5.07,34.084
600,4.55,34.19
655,4.34,34.25
700,4.24,34.272
800,4.02,34.322
900,3.8,34.372
975,3.64,34.41
0,16.9,32.88
8,16.91,32.71
10,16.92,32.729
20,16.95,32.95
30,16.4,32.955
41,,32.96
50,14.71,32.97
66,12.8,32.86
75,11.73,32.835
86,10.53,32.83
100,9.77,32.891
125,9.08,33.067
131,9.04,33.12
150,8.61,33.316
176,8.14,33.58
200,7.79,33.722
250,7.2,33.894
262,7.08,33.91
300,6.68,33.957
349,6.23,33.98
400,5.83,34.023
500,5.18,34.105
519,5.08,34.12
600,4.65,34.179
700,4.21,34.245
777,3.94,34.29
800,3.9,34.299
900,3.72,34.341
1000,3.54,34.383
1100,3.36,34.425
1111,3.34,34.43
